Close,High,Low,Open,Volume
^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0
17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0
17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0
17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0
17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0
17.5,17.5,17.5,17.5,0
17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0
17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0
17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0
17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0
17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0
17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0
17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0
17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0
17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0
17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0
17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0
17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0
17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0
17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0
17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0
17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0
17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0
17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0
17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0
17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0
17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0
17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0
17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0
17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0
17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0
17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0
17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0
16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0
17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0
17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0
17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0
17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0
17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0
17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0
17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0
17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0
17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0
17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0
17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0
18.0,18.0,18.0,18.0,0
17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0
17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0
18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0
18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0
18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0
18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0
18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0
18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0
18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0
19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0
18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0
18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0
18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0
19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0
18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0
19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0
18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0
19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0
19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0
19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0
19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0
19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0
19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0
19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0
19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0
19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0
19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0
19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0
19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0
19.25,19.25,19.25,19.25,0
19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0
19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0
19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0
