Price,Close,High,Low,Open,Volume
Ticker,^OEX,^OEX,^OEX,^OEX,^OEX
Date,,,,,
1982-08-02,54.95000076293945,54.95000076293945,54.95000076293945,54.95000076293945,106920000
1982-08-03,54.58000183105469,54.58000183105469,54.58000183105469,54.58000183105469,120960000
1982-08-04,53.560001373291016,53.560001373291016,53.560001373291016,53.560001373291016,106880000
1982-08-05,53.029998779296875,53.029998779296875,53.029998779296875,53.029998779296875,109400000
1982-08-06,52.27000045776367,52.27000045776367,52.27000045776367,52.27000045776367,97320000
1982-08-09,52.09000015258789,52.09000015258789,52.09000015258789,52.09000015258789,109120000
1982-08-10,51.900001525878906,51.900001525878906,51.900001525878906,51.900001525878906,105360000
1982-08-11,51.7400016784668,51.7400016784668,51.7400016784668,51.7400016784668,98080000
1982-08-12,51.65999984741211,51.65999984741211,51.65999984741211,51.65999984741211,100160000
1982-08-13,52.459999084472656,52.459999084472656,52.459999084472656,52.459999084472656,89440000
1982-08-16,52.34000015258789,52.34000015258789,52.34000015258789,52.34000015258789,110840000
1982-08-17,55.290000915527344,55.290000915527344,55.290000915527344,55.290000915527344,185720000
1982-08-18,56.13999938964844,56.13999938964844,56.13999938964844,56.13999938964844,265380000
1982-08-19,55.15999984741211,55.15999984741211,55.15999984741211,55.15999984741211,156540000
1982-08-20,57.22999954223633,57.22999954223633,57.22999954223633,57.22999954223633,191780000
1982-08-23,59.029998779296875,59.029998779296875,59.029998779296875,59.029998779296875,220620000
1982-08-24,58.7400016784668,58.7400016784668,58.7400016784668,58.7400016784668,243300000
1982-08-25,59.34000015258789,59.34000015258789,59.34000015258789,59.34000015258789,212400000
1982-08-26,59.599998474121094,59.599998474121094,59.599998474121094,59.599998474121094,274660000
1982-08-27,58.86000061035156,58.86000061035156,58.86000061035156,58.86000061035156,148820000
1982-08-30,59.380001068115234,59.380001068115234,59.380001068115234,59.380001068115234,119120000
1982-08-31,60.43000030517578,60.43000030517578,60.43000030517578,60.43000030517578,172720000
1982-09-01,59.540000915527344,59.540000915527344,59.540000915527344,59.540000915527344,165660000
1982-09-02,60.70000076293945,60.70000076293945,60.70000076293945,60.70000076293945,149480000
1982-09-03,61.95000076293945,61.95000076293945,61.95000076293945,61.95000076293945,261820000
1982-09-07,61.279998779296875,61.279998779296875,61.279998779296875,61.279998779296875,137920000
1982-09-08,61.689998626708984,61.689998626708984,61.689998626708984,61.689998626708984,155920000
1982-09-09,61.33000183105469,61.33000183105469,61.33000183105469,61.33000183105469,146180000
1982-09-10,60.83000183105469,60.83000183105469,60.83000183105469,60.83000183105469,142160000
1982-09-13,61.77000045776367,61.77000045776367,61.77000045776367,61.77000045776367,119040000
1982-09-14,62.13999938964844,62.13999938964844,62.13999938964844,62.13999938964844,166140000
1982-09-15,62.599998474121094,62.599998474121094,62.599998474121094,62.599998474121094,139360000
1982-09-16,62.20000076293945,62.20000076293945,62.20000076293945,62.20000076293945,157800000
1982-09-17,61.560001373291016,61.560001373291016,61.560001373291016,61.560001373291016,127900000
1982-09-20,61.70000076293945,61.70000076293945,61.70000076293945,61.70000076293945,117040000
1982-09-21,62.83000183105469,62.83000183105469,62.83000183105469,62.83000183105469,165840000
1982-09-22,62.25,62.25,62.25,62.25,226300000
1982-09-23,62.2599983215332,62.2599983215332,62.2599983215332,62.2599983215332,136520000
1982-09-24,61.97999954223633,61.97999954223633,61.97999954223633,61.97999954223633,109200000
1982-09-27,62.20000076293945,62.20000076293945,62.20000076293945,62.20000076293945,89680000
1982-09-28,61.84000015258789,61.84000015258789,61.84000015258789,61.84000015258789,131800000
1982-09-29,60.95000076293945,60.95000076293945,60.95000076293945,60.95000076293945,125100000
1982-09-30,60.15999984741211,60.15999984741211,60.15999984741211,60.15999984741211,125220000
1982-10-01,61.13999938964844,61.13999938964844,61.13999938964844,61.13999938964844,130000000
1982-10-04,60.790000915527344,60.790000915527344,60.790000915527344,60.790000915527344,111300000
1982-10-05,60.959999084472656,60.959999084472656,60.959999084472656,60.959999084472656,139540000
1982-10-06,63.349998474121094,63.349998474121094,63.349998474121094,63.349998474121094,187140000
1982-10-07,64.72000122070312,64.72000122070312,64.72000122070312,64.72000122070312,294140000
1982-10-08,65.9000015258789,65.9000015258789,65.9000015258789,65.9000015258789,244500000
1982-10-11,67.9000015258789,67.9000015258789,67.9000015258789,67.9000015258789,277060000
1982-10-12,67.76000213623047,67.76000213623047,67.76000213623047,67.76000213623047,252620000
1982-10-13,68.58000183105469,68.58000183105469,68.58000183105469,68.58000183105469,279600000
1982-10-14,67.11000061035156,67.11000061035156,67.11000061035156,67.11000061035156,215060000
1982-10-15,66.56999969482422,66.56999969482422,66.56999969482422,66.56999969482422,160580000
1982-10-18,68.61000061035156,68.61000061035156,68.61000061035156,68.61000061035156,167580000
1982-10-19,68.37000274658203,68.37000274658203,68.37000274658203,68.37000274658203,201700000
1982-10-20,70.0,70.0,70.0,70.0,197360000
1982-10-21,69.76000213623047,69.76000213623047,69.76000213623047,69.76000213623047,244920000
1982-10-22,69.68499755859375,69.68499755859375,69.68499755859375,69.68499755859375,202240000
1982-10-25,66.73500061035156,66.73500061035156,66.73500061035156,66.73500061035156,167440000
1982-10-26,67.79499816894531,67.79499816894531,67.79499816894531,67.79499816894531,204160000
1982-10-27,68.06500244140625,68.06500244140625,68.06500244140625,68.06500244140625,163340000
1982-10-28,67.21499633789062,67.21499633789062,67.21499633789062,67.21499633789062,147180000
1982-10-29,67.43499755859375,67.43499755859375,67.43499755859375,67.43499755859375,149660000
1982-11-01,68.48500061035156,68.48500061035156,68.48500061035156,68.48500061035156,147060000
1982-11-02,69.29000091552734,69.29000091552734,69.29000091552734,69.29000091552734,209540000
1982-11-03,72.38500213623047,72.38500213623047,72.38500213623047,72.38500213623047,274020000
1982-11-04,71.68000030517578,71.68000030517578,71.68000030517578,71.68000030517578,298700000
1982-11-05,71.78500366210938,71.78500366210938,71.78500366210938,71.78500366210938,193100000
1982-11-08,70.7750015258789,70.7750015258789,70.7750015258789,70.7750015258789,150480000
1982-11-09,72.33999633789062,72.33999633789062,72.33999633789062,72.33999633789062,222440000
1982-11-10,71.21499633789062,71.21499633789062,71.21499633789062,71.21499633789062,226480000
1982-11-11,71.7300033569336,71.7300033569336,71.7300033569336,71.7300033569336,156820000
1982-11-12,70.51499938964844,70.51499938964844,70.51499938964844,70.51499938964844,190160000
1982-11-15,69.12000274658203,69.12000274658203,69.12000274658203,69.12000274658203,157800000
1982-11-16,68.36499786376953,68.36499786376953,68.36499786376953,68.36499786376953,205820000
1982-11-17,69.66999816894531,69.66999816894531,69.66999816894531,69.66999816894531,168880000
1982-11-18,69.7699966430664,69.7699966430664,69.7699966430664,69.7699966430664,155240000
1982-11-19,68.95999908447266,68.95999908447266,68.95999908447266,68.95999908447266,140620000
1982-11-22,67.54000091552734,67.54000091552734,67.54000091552734,67.54000091552734,149920000
1982-11-23,66.99500274658203,66.99500274658203,66.99500274658203,66.99500274658203,145840000
1982-11-24,67.65499877929688,67.65499877929688,67.65499877929688,67.65499877929688,134440000
1982-11-26,68.18000030517578,68.18000030517578,68.18000030517578,68.18000030517578,77620000
1982-11-29,67.73999786376953,67.73999786376953,67.73999786376953,67.73999786376953,122160000
1982-11-30,70.16999816894531,70.16999816894531,70.16999816894531,70.16999816894531,186940000
1982-12-01,70.15499877929688,70.15499877929688,70.15499877929688,70.15499877929688,215700000
1982-12-02,70.16500091552734,70.16500091552734,70.16500091552734,70.16500091552734,155200000
1982-12-03,70.08999633789062,70.08999633789062,70.08999633789062,70.08999633789062,143080000
1982-12-06,72.17500305175781,72.17500305175781,72.17500305175781,72.17500305175781,167760000
1982-12-07,72.78500366210938,72.78500366210938,72.78500366210938,72.78500366210938,223240000
1982-12-08,72.1500015258789,72.1500015258789,72.1500015258789,72.1500015258789,194860000
1982-12-09,71.00499725341797,71.00499725341797,71.00499725341797,71.00499725341797,180640000
1982-12-10,70.68000030517578,70.68000030517578,70.68000030517578,70.68000030517578,172860000
1982-12-13,71.08499908447266,71.08499908447266,71.08499908447266,71.08499908447266,126280000
1982-12-14,69.52999877929688,69.52999877929688,69.52999877929688,69.52999877929688,196760000
1982-12-15,68.41999816894531,68.41999816894531,68.41999816894531,68.41999816894531,162060000
1982-12-16,68.50499725341797,68.50499725341797,68.50499725341797,68.50499725341797,147360000
1982-12-17,69.69499969482422,69.69499969482422,69.69499969482422,69.69499969482422,152020000
1982-12-20,68.84500122070312,68.84500122070312,68.84500122070312,68.84500122070312,124420000
1982-12-21,70.4749984741211,70.4749984741211,70.4749984741211,70.4749984741211,156020000
1982-12-22,70.2300033569336,70.2300033569336,70.2300033569336,70.2300033569336,166940000
1982-12-23,70.65499877929688,70.65499877929688,70.65499877929688,70.65499877929688,125760000
1982-12-27,72.18000030517578,72.18000030517578,72.18000030517578,72.18000030517578,129380000
1982-12-28,71.34500122070312,71.34500122070312,71.34500122070312,71.34500122070312,117220000
1982-12-29,71.65499877929688,71.65499877929688,71.65499877929688,71.65499877929688,109620000
1982-12-30,71.06999969482422,71.06999969482422,71.06999969482422,71.06999969482422,112760000
1982-12-31,71.08499908447266,71.08499908447266,71.08499908447266,71.08499908447266,84220000
1983-01-03,69.77999877929688,69.77999877929688,69.77999877929688,69.77999877929688,118160000
1983-01-04,71.62000274658203,71.62000274658203,71.62000274658203,71.62000274658203,151060000
1983-01-05,72.01000213623047,72.01000213623047,72.01000213623047,72.01000213623047,190780000
1983-01-06,73.47000122070312,73.47000122070312,73.47000122070312,73.47000122070312,258820000
1983-01-07,73.45999908447266,73.45999908447266,73.45999908447266,73.45999908447266,254580000
1983-01-10,74.29000091552734,74.29000091552734,74.29000091552734,74.29000091552734,203780000
1983-01-11,73.77999877929688,73.77999877929688,73.77999877929688,73.77999877929688,196500000
1983-01-12,74.33000183105469,74.33000183105469,74.33000183105469,74.33000183105469,219700000
1983-01-13,73.97000122070312,73.97000122070312,73.97000122070312,73.97000122070312,154060000
1983-01-14,74.66500091552734,74.66500091552734,74.66500091552734,74.66500091552734,172960000
1983-01-17,74.81999969482422,74.81999969482422,74.81999969482422,74.81999969482422,178420000
1983-01-18,74.87000274658203,74.87000274658203,74.87000274658203,74.87000274658203,156760000
1983-01-19,74.1050033569336,74.1050033569336,74.1050033569336,74.1050033569336,161800000
1983-01-20,74.57499694824219,74.57499694824219,74.57499694824219,74.57499694824219,165580000
1983-01-21,73.18499755859375,73.18499755859375,73.18499755859375,73.18499755859375,154220000
1983-01-24,71.30999755859375,71.30999755859375,71.30999755859375,71.30999755859375,181600000
1983-01-25,72.49500274658203,72.49500274658203,72.49500274658203,72.49500274658203,159480000
1983-01-26,72.2699966430664,72.2699966430664,72.2699966430664,72.2699966430664,147440000
1983-01-27,73.79499816894531,73.79499816894531,73.79499816894531,73.79499816894531,176240000
1983-01-28,73.93000030517578,73.93000030517578,73.93000030517578,73.93000030517578,178980000
1983-01-31,74.66500091552734,74.66500091552734,74.66500091552734,74.66500091552734,134280000
1983-02-01,73.30500030517578,73.30500030517578,73.30500030517578,73.30500030517578,165500000
1983-02-02,73.33999633789062,73.33999633789062,73.33999633789062,73.33999633789062,154440000
1983-02-03,73.73500061035156,73.73500061035156,73.73500061035156,73.73500061035156,157780000
1983-02-04,74.70999908447266,74.70999908447266,74.70999908447266,74.70999908447266,174000000
1983-02-07,75.16500091552734,75.16500091552734,75.16500091552734,75.16500091552734,172060000
1983-02-08,74.5199966430664,74.5199966430664,74.5199966430664,74.5199966430664,153160000
1983-02-09,74.0999984741211,74.0999984741211,74.0999984741211,74.0999984741211,169040000
1983-02-10,75.41500091552734,75.41500091552734,75.41500091552734,75.41500091552734,187020000
1983-02-11,75.24500274658203,75.24500274658203,75.24500274658203,75.24500274658203,173400000
1983-02-14,76.05000305175781,76.05000305175781,76.05000305175781,76.05000305175781,145280000
1983-02-15,75.55000305175781,75.55000305175781,75.55000305175781,75.55000305175781,178080000
1983-02-16,74.98999786376953,74.98999786376953,74.98999786376953,74.98999786376953,164200000
1983-02-17,74.98500061035156,74.98500061035156,74.98500061035156,74.98500061035156,149860000
